City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
9,Automatic transmission,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,44,12,255,FALSE,2012 Ford E-150 Van Recreational 5.4L,128,Ford,2012 Acura TSX,4,350,4 Speed Automatic,224,2012
15,Automatic transmission,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,Gasoline,133,19,236,FALSE,2010 Toyota Tundra,208,Toyota,2012 Acura TSX Sport Wagon,5,266,5 Speed Automatic Select Shift,237,2010
15,Automatic transmission,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,133,20,310,FALSE,2010 Toyota Tundra 4.6L,208,Toyota,2012 Acura ZDX,6,327,6 Speed Automatic Select Shift,237,2010
14,Automatic transmission,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,143,19,310,FALSE,2010 Toyota Tundra 4.6L 4X4,208,Toyota,2012 Aston Martin DB9 Coup,6,327,6 Speed Automatic Select Shift,237,2010
14,Automatic transmission,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,133,18,381,FALSE,2010 Toyota Tundra 5.7L,208,Toyota,2012 Aston Martin DB9 Coup,6,401,6 Speed Automatic Select Shift,237,2010
13,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,143,17,381,FALSE,2010 Toyota Tundra 5.7L 4X4,208,Toyota,2012 Aston Martin DB9 Coup,6,401,6 Speed Automatic Select Shift,237,2010
13,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,Gasoline,143,17,381,FALSE,2010 Toyota Tundra 5.7L FFV 4X4,208,Toyota,2012 Aston Martin DB9 Volante,6,401,6 Speed Automatic Select Shift,237,2010
15,Automatic transmission,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,Gasoline,133,19,236,FALSE,2010 Toyota Tundra Long Bed,176,Toyota,2012 Aston Martin DB9 Volante,5,266,5 Speed Automatic Select Shift,237,2010
15,Automatic transmission,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,133,20,310,FALSE,2010 Toyota Tundra Long Bed 4.6L,176,Toyota,2012 Aston Martin DBS Volante,6,327,6 Speed Automatic Select Shift,237,2010
14,Automatic transmission,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,143,19,310,FALSE,2010 Toyota Tundra Long Bed 4.6L 4X4,176,Toyota,2012 Aston Martin DBS Volante,6,327,6 Speed Automatic Select Shift,237,2010
14,Automatic transmission,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,133,18,381,FALSE,2010 Toyota Tundra Long Bed 5.7L,176,Toyota,2012 Aston Martin DBS Volante,6,401,6 Speed Automatic Select Shift,237,2010
13,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,143,17,381,FALSE,2010 Toyota Tundra Long Bed 5.7L 4X4,176,Toyota,2012 Aston Martin DBS Volante,6,401,6 Speed Automatic Select Shift,237,2010
13,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,Gasoline,143,17,381,FALSE,2010 Toyota Tundra Long Bed 5.7L 4X4 FFV,176,Toyota,2012 Aston Martin Rapide,6,401,6 Speed Automatic Select Shift,237,2010
